Site,Date,Na_ion,K_ion,Mg_ion,Ca_ion,SO4_ion,NH4_ion,NO3_ion,Cl_ion,OC,EC,PM2.5_Mass_Concentration,Al,Fe,Na,Mg,K,Ca,Sr,Ba,Ti,Mn,Co,Ni,Cu,Zn,Mo,Cd,Sn,Sb,Tl,Pb,V,Cr,As,Y,Se,Zr,Ge,Rb,Cs,Ga,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,U
小港,26-May-18,0.10,0.05,0.01,0.06,3.11,1.06,0.03,0.06,1.56,0.64,8,0.021671,0.018972,0.072720,0.001239,0.029426,0.009232,0.000257,0.000224,0.000188,0.001283,0.000031,0.001815,0.003226,0.003795,0.000108,0.000026,0.000301,0.000329,0.000003,0.001514,0.011317,0.000829,0.000071,0.000007,0.000049,0.000079,0.000009,0.000086,0.000003,0.000021,0.000019,0.000019,0.000001,0.000009,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000001
嘉義,26-May-18,0.11,0.07,0.01,0.10,3.44,1.19,0.08,0.06,1.16,0.42,9,0.012956,0.024891,0.073396,0.001233,0.075923,0.009188,0.000362,0.000658,0.000187,0.001647,0.000043,0.002661,0.000907,0.005035,0.000289,0.000043,0.000162,0.000418,0.000006,0.001322,0.005886,0.000825,0.000202,0.000008,0.000049,0.000078,0.000017,0.000126,0.000006,0.000035,0.000023,0.000029,0.000002,0.000012,0.000001,0.000000,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000001
斗六,26-May-18,0.13,0.46,0.03,0.03,4.18,1.26,0.22,0.17,2.35,0.25,12,0.046458,0.021539,0.062202,0.009580,0.326720,0.009220,0.006527,0.012451,0.000187,0.001523,0.000067,0.005317,0.003212,0.001425,0.000323,0.000028,0.000020,0.000353,0.000007,0.002157,0.005818,0.000828,0.000123,0.000007,0.000049,0.000079,0.000015,0.000267,0.000006,0.000367,0.000019,0.000030,0.000002,0.000013,0.000003,0.000002,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000001
忠明,26-May-18,0.09,0.09,0.01,0.04,4.05,1.43,0.38,0.09,3.14,0.60,14,0.031864,0.038374,0.065002,0.001232,0.084578,0.020254,0.000345,0.001034,0.000187,0.002471,0.000071,0.005018,0.002559,0.006209,0.000523,0.000035,0.000169,0.000489,0.000007,0.002385,0.007109,0.000824,0.000166,0.000013,0.000101,0.000078,0.000026,0.000176,0.000007,0.000056,0.000030,0.000040,0.000003,0.000018,0.000003,0.000001,0.000003,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000003
板橋,26-May-18,0.16,0.08,0.03,0.05,5.48,1.73,0.28,0.14,3.29,0.60,17,0.024395,0.044259,0.089500,0.001241,0.047457,0.009250,0.000381,0.000822,0.000188,0.002266,0.000061,0.002228,0.002859,0.005240,0.000575,0.000083,0.000788,0.000524,0.000026,0.002342,0.007132,0.000830,0.000231,0.000017,0.000188,0.000079,0.000050,0.000178,0.000015,0.000068,0.000030,0.000042,0.000003,0.000018,0.000002,0.000000,0.000004,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000002
花蓮,20-May-18,0.13,0.05,0.01,0.08,3.53,1.16,0.03,0.05,0.92,0.33,10,0.001375,0.004789,0.031368,0.001237,0.010565,0.009220,0.000047,0.000079,0.000187,0.000261,0.000065,0.018038,0.000288,0.001425,0.000090,0.000010,0.000020,0.000280,0.000001,0.000733,0.005487,0.000828,0.000101,0.000002,0.000049,0.000079,0.000009,0.000048,0.000002,0.000003,0.000007,0.000009,0.000001,0.000004,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000000
小港,20-May-18,0.17,0.04,0.05,0.11,4.49,1.39,0.03,0.08,1.78,0.51,11,0.005858,0.014475,0.054827,0.001239,0.017240,0.009231,0.000094,0.000261,0.000188,0.000660,0.000058,0.007897,0.000288,0.001427,0.000251,0.000025,0.000211,0.000266,0.000004,0.001404,0.025174,0.000828,0.000090,0.000006,0.000049,0.000079,0.000016,0.000084,0.000005,0.000020,0.000029,0.000018,0.000001,0.000008,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000018,0.000001
嘉義,20-May-18,0.11,0.11,0.01,0.08,6.07,1.85,0.14,0.11,1.97,0.31,14,0.025171,0.016948,0.059721,0.001235,0.078890,0.009205,0.000195,0.000408,0.000187,0.001500,0.000044,0.002983,0.002450,0.004250,0.000502,0.000043,0.000165,0.000484,0.000006,0.002656,0.008380,0.000826,0.000194,0.000005,0.000049,0.000079,0.000018,0.000122,0.000004,0.000038,0.000014,0.000017,0.000001,0.000007,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000001
斗六,20-May-18,0.13,0.20,0.01,0.07,6.60,2.21,0.81,0.29,3.82,0.58,17,0.013980,0.016458,0.055238,0.001238,0.136738,0.022582,0.000283,0.000566,0.000188,0.001441,0.000053,0.004281,0.001386,0.003033,0.001402,0.000048,0.000186,0.000507,0.000005,0.001562,0.009167,0.000828,0.000236,0.000006,0.000105,0.000079,0.000021,0.000177,0.000005,0.000038,0.000018,0.000018,0.000001,0.000008,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000001
忠明,20-May-18,0.12,0.08,0.01,0.05,7.06,2.91,0.47,0.21,1.62,0.21,16,0.009506,0.163323,0.073127,0.001238,0.059508,0.009223,0.000356,0.002579,0.000187,0.004424,0.000299,0.026308,0.004741,0.009097,0.000889,0.000042,0.000252,0.000504,0.000009,0.002278,0.012320,0.045716,0.000146,0.000008,0.000166,0.000079,0.000075,0.000146,0.000007,0.000117,0.000028,0.000022,0.000001,0.000008,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000018,0.000001
板橋,20-May-18,0.13,0.07,0.01,0.04,8.38,3.46,0.74,0.22,4.30,0.83,21,0.009015,0.020955,0.063221,0.001253,0.040310,0.068892,0.000211,0.000622,0.000190,0.001532,0.000042,0.001588,0.003135,0.005292,0.000378,0.000089,0.002211,0.000599,0.000019,0.004903,0.012082,0.000838,0.000205,0.000023,0.000236,0.000170,0.000051,0.000138,0.000017,0.000052,0.000020,0.000023,0.000001,0.000008,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000018,0.000001
花蓮,14-May-18,0.22,0.03,0.01,0.05,4.77,1.47,0.05,0.11,1.83,0.28,13,0.010671,0.013208,0.129691,0.001237,0.024795,0.059653,0.000251,0.000079,0.000187,0.000683,0.000015,0.000056,0.000288,0.001425,0.000176,0.000035,0.000020,0.000364,0.000007,0.000931,0.006754,0.000827,0.000164,0.000006,0.000049,0.000079,0.000016,0.000093,0.000005,0.000013,0.000014,0.000020,0.000002,0.000009,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000018,0.000001
小港,14-May-18,0.23,0.05,0.07,0.10,7.29,2.19,0.64,0.22,2.37,1.10,19,0.024208,0.033436,0.112952,0.001234,0.025455,0.023815,0.000356,0.000274,0.000187,0.003255,0.000056,0.002638,0.001437,0.008827,0.000448,0.000088,0.000043,0.000595,0.000013,0.004409,0.033991,0.000825,0.000194,0.000008,0.000175,0.000079,0.000035,0.000125,0.000010,0.000034,0.000043,0.000027,0.000002,0.000013,0.000002,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000002
嘉義,14-May-18,0.21,0.10,0.03,0.05,6.13,2.02,0.73,0.19,2.10,0.37,17,0.016085,0.018804,0.071331,0.001228,0.034909,0.018541,0.000489,0.000399,0.000186,0.001870,0.000030,0.000407,0.000808,0.006275,0.001004,0.000031,0.000272,0.000415,0.000007,0.001561,0.009346,0.002545,0.000261,0.000017,0.000108,0.000078,0.000037,0.000114,0.000006,0.000035,0.000017,0.000020,0.000002,0.000010,0.000002,0.000001,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000018,0.000001
斗六,14-May-18,0.20,0.09,0.01,0.05,6.01,2.04,0.86,0.14,2.80,0.52,17,0.007475,0.010919,0.056253,0.001228,0.026406,0.009151,0.000263,0.000346,0.000186,0.000851,0.000016,0.000677,0.000657,0.003494,0.000601,0.000021,0.000065,0.000263,0.000005,0.001280,0.006985,0.000821,0.000195,0.000006,0.000049,0.000078,0.000028,0.000088,0.000005,0.000023,0.000010,0.000015,0.000001,0.000007,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000001
忠明,14-May-18,0.21,0.08,0.01,0.07,6.08,2.09,0.83,0.29,3.83,0.71,18,0.017351,0.033540,0.102439,0.001228,0.056199,0.009153,0.000293,0.000670,0.000186,0.002428,0.000044,0.000988,0.001544,0.009293,0.000633,0.000052,0.000214,0.000441,0.000009,0.002154,0.008594,0.000821,0.000260,0.000011,0.000146,0.000078,0.000039,0.000145,0.000008,0.000045,0.000023,0.000032,0.000002,0.000014,0.000002,0.000001,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000003
板橋,14-May-18,0.27,0.11,0.10,0.09,9.22,2.89,1.46,0.30,5.49,0.97,28,0.038828,0.075087,0.194682,0.001230,0.081648,0.026293,0.000777,0.001765,0.000186,0.005508,0.000087,0.001965,0.004165,0.016247,0.000614,0.000128,0.001377,0.001031,0.000039,0.005386,0.012106,0.000823,0.000449,0.000023,0.000285,0.000315,0.000116,0.000280,0.000021,0.000126,0.000056,0.000066,0.000004,0.000027,0.000004,0.000001,0.000005,0.000001,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000018,0.000004
花蓮,08-May-18,0.26,0.01,0.03,0.03,2.25,0.75,0.39,0.18,2.01,0.35,11,0.005762,0.018578,0.307544,0.011629,0.063110,0.022814,0.000431,0.002621,0.000187,0.001732,0.000038,0.000996,0.002780,0.003955,0.000137,0.000038,0.000046,0.000510,0.000038,0.002057,0.005608,0.000825,0.000313,0.000005,0.000134,0.000079,0.000017,0.000126,0.000006,0.000085,0.000017,0.000022,0.000001,0.000009,0.000002,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000018,0.000001
小港,08-May-18,0.27,0.04,0.03,0.03,3.08,1.14,0.24,0.17,2.14,1.44,12,0.024333,0.052538,0.268834,0.001227,0.069686,0.056468,0.000276,0.000279,0.000186,0.006737,0.000093,0.009319,0.000930,0.009217,0.000741,0.000050,0.000793,0.000421,0.000008,0.001293,0.071116,0.002629,0.000082,0.000006,0.000049,0.000078,0.000035,0.000149,0.000007,0.000059,0.000097,0.000036,0.000001,0.000011,0.000001,0.000000,0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000001
嘉義,08-May-18,0.06,0.07,0.01,0.01,1.34,0.71,0.54,0.09,2.65,0.44,9,0.023797,0.053682,0.142397,0.001234,0.146563,0.056834,0.002062,0.003812,0.000187,0.005571,0.000065,0.000872,0.003331,0.010170,0.001629,0.000053,0.000448,0.000602,0.000008,0.005111,0.001850,0.003283,0.000145,0.000008,0.000108,0.000079,0.000025,0.000228,0.000006,0.000149,0.000026,0.000036,0.000002,0.000014,0.000003,0.000001,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000001
斗六,08-May-18,0.08,0.21,0.01,0.05,1.42,0.78,0.72,0.09,1.72,0.37,9,0.026685,0.022921,0.058751,0.001227,0.137585,0.026675,0.000318,0.003206,0.000186,0.002733,0.000060,0.000056,0.001580,0.005079,0.000748,0.000022,0.000141,0.000450,0.000004,0.002234,0.002997,0.000821,0.000115,0.000004,0.000049,0.000078,0.000020,0.000141,0.000003,0.000114,0.000018,0.000017,0.000001,0.000006,0.000001,0.000001,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000001
忠明,08-May-18,0.05,0.01,0.01,0.01,1.32,0.69,0.48,0.07,2.51,0.41,9,0.007649,0.024231,0.034651,0.001229,0.016953,0.009156,0.000114,0.000786,0.000186,0.002863,0.000031,0.000580,0.001085,0.003818,0.000543,0.000031,0.000120,0.000403,0.000004,0.001150,0.002299,0.002208,0.000093,0.000018,0.000049,0.000202,0.000072,0.000064,0.000002,0.000040,0.000006,0.000011,0.000000,0.000004,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,0.000001
板橋,08-May-18,0.07,0.20,0.01,0.06,1.48,0.69,0.76,0.10,3.68,0.82,9,0.028405,0.046504,0.184485,0.001224,0.053778,0.049294,0.001450,0.001458,0.003300,0.002933,0.000043,0.000115,0.005429,0.015015,0.000259,0.000089,0.000535,0.000585,0.000019,0.010775,0.003537,0.001724,0.000165,0.000010,0.000048,0.000181,0.000034,0.000142,0.000010,0.000085,0.000034,0.000041,0.000002,0.000015,0.000002,0.000000,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000002
花蓮,02-May-18,0.23,0.05,0.03,0.05,2.85,0.95,0.05,0.20,1.47,0.35,9,0.047642,0.018231,0.155727,0.001232,0.032425,0.065640,0.000940,0.000079,0.000187,0.000832,0.000047,0.003310,0.000287,0.001419,0.000111,0.000021,0.000020,0.000384,0.000006,0.000904,0.003495,0.000824,0.000173,0.000010,0.000049,0.000078,0.000009,0.000112,0.000004,0.000019,0.000022,0.000033,0.000003,0.000016,0.000003,0.000001,0.000004,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000001
小港,02-May-18,0.27,0.08,0.17,0.08,4.66,1.36,0.21,0.22,3.76,0.80,14,0.081292,0.140782,0.296817,0.029320,0.104460,0.080633,0.000833,0.000892,0.000186,0.015761,0.000142,0.007788,0.004634,0.062683,0.000430,0.000272,0.001316,0.000736,0.000023,0.024311,0.029041,0.002541,0.000301,0.000025,0.000118,0.000078,0.000041,0.000341,0.000022,0.000100,0.000163,0.000095,0.000006,0.000038,0.000005,0.000001,0.000008,0.000001,0.000004,0.000001,0.000003,0.000000,0.000003,0.000000,0.000018,0.000003
嘉義,02-May-18,0.21,0.10,0.08,0.04,4.61,1.49,0.32,0.15,1.70,0.20,13,0.023476,0.034090,0.137047,0.001224,0.076863,0.038230,0.000375,0.001453,0.000185,0.002602,0.000055,0.000197,0.000285,0.005521,0.000591,0.000052,0.000411,0.000436,0.000011,0.002359,0.005815,0.000818,0.000238,0.000015,0.000133,0.000078,0.000029,0.000202,0.000009,0.000067,0.000023,0.000037,0.000003,0.000016,0.000003,0.000000,0.000004,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000002
斗六,02-May-18,0.21,0.12,0.01,0.05,4.85,1.57,0.54,0.16,3.25,0.53,15,0.032021,0.046236,0.169384,0.001225,0.106894,0.054726,0.000489,0.001412,0.000185,0.004107,0.000063,0.001242,0.000922,0.008216,0.000535,0.000065,0.000355,0.000698,0.000015,0.003015,0.005805,0.006236,0.000285,0.000014,0.000163,0.000078,0.000030,0.000269,0.000013,0.000073,0.000033,0.000045,0.000003,0.000021,0.000002,0.000001,0.000004,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000003
忠明,02-May-18,0.20,0.09,0.02,0.07,5.01,1.70,0.59,0.21,1.99,0.45,14,0.078837,0.046120,0.159655,0.001230,0.081598,0.045340,0.000351,0.001230,0.000186,0.003765,0.000078,0.003007,0.002109,0.015597,0.000596,0.000081,0.000339,0.000634,0.000012,0.003356,0.007935,0.000822,0.000223,0.000011,0.000140,0.000078,0.000059,0.000235,0.000009,0.000076,0.000036,0.000038,0.000003,0.000018,0.000003,0.000001,0.000004,0.000000,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000003
板橋,02-May-18,0.23,0.10,0.02,0.04,8.19,3.33,0.86,0.18,4.73,0.86,24,0.048503,0.093313,0.220998,0.004524,0.118908,0.066790,0.000602,0.002217,0.000185,0.006216,0.000098,0.001932,0.006116,0.014694,0.000584,0.000170,0.001972,0.001118,0.000040,0.006001,0.010033,0.002989,0.000500,0.000029,0.000332,0.000318,0.000083,0.000385,0.000019,0.000154,0.000074,0.000098,0.000005,0.000037,0.000004,0.000001,0.000008,0.000001,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000018,0.000005
花蓮,26-Apr-18,0.22,0.16,0.01,0.10,6.92,2.45,0.96,0.29,3.53,0.67,24,0.082282,0.102898,0.147611,0.152050,0.117535,0.054282,0.000537,0.000766,0.004166,0.005131,0.000244,0.007788,0.001856,0.009177,0.000419,0.000141,0.000239,0.000624,0.000045,0.003962,0.004599,0.013162,0.000838,0.000031,0.000232,0.000651,0.000059,0.000342,0.000023,0.000095,0.000040,0.000054,0.000004,0.000022,0.000003,0.000001,0.000005,0.000001,0.000004,0.000001,0.000003,0.000001,0.000005,0.000001,0.000018,0.000011
小港,26-Apr-18,0.25,0.09,0.03,0.09,6.13,2.19,0.89,0.20,3.28,0.92,22,0.080688,0.083062,0.151186,0.156168,0.070932,0.053637,0.000617,0.001287,0.007005,0.004794,0.000192,0.005817,0.002497,0.008304,0.000491,0.000080,0.000424,0.000517,0.000025,0.002991,0.037023,0.007607,0.000432,0.000020,0.000229,0.000078,0.000066,0.000243,0.000016,0.000106,0.000058,0.000053,0.000004,0.000023,0.000004,0.000001,0.000005,0.000000,0.000003,0.000001,0.000001,0.000000,0.000002,0.000000,0.000018,0.000004
嘉義,26-Apr-18,0.31,0.36,0.02,0.14,7.06,5.55,9.95,0.68,7.75,1.34,43,0.202745,0.243187,0.320974,0.194330,0.397020,0.142057,0.002083,0.058942,0.013896,0.019907,0.000362,0.014137,0.007718,0.040515,0.001235,0.000416,0.002883,0.001256,0.000084,0.030560,0.005820,0.009470,0.001227,0.000062,0.000609,0.000347,0.000149,0.001496,0.000065,0.001699,0.000127,0.000171,0.000012,0.000072,0.000019,0.000009,0.000015,0.000002,0.000007,0.000002,0.000005,0.000001,0.000005,0.000001,0.000017,0.000009
斗六,26-Apr-18,0.25,0.30,0.02,0.10,6.96,5.97,12.19,0.74,9.07,1.84,46,0.096918,0.150452,0.157359,0.166589,0.188566,0.009177,0.000688,0.002134,0.004137,0.010221,0.000264,0.007438,0.005050,0.027561,0.000644,0.000231,0.002141,0.000888,0.000047,0.009302,0.005389,0.010800,0.000810,0.000022,0.000865,0.000078,0.000189,0.000577,0.000036,0.000167,0.000053,0.000066,0.000004,0.000026,0.000004,0.000001,0.000006,0.000000,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000018,0.000005
忠明,26-Apr-18,0.22,0.19,0.01,0.07,5.24,2.62,2.97,0.24,7.78,1.19,30,0.111745,0.187806,0.168864,0.185524,0.153075,0.009183,0.000643,0.002329,0.005689,0.015552,0.000230,0.013689,0.005595,0.024217,0.000699,0.000237,0.001744,0.000838,0.000042,0.009241,0.003758,0.010101,0.000764,0.000024,0.000307,0.000425,0.000278,0.000511,0.000030,0.000188,0.000058,0.000076,0.000005,0.000030,0.000004,0.000001,0.000006,0.000001,0.000003,0.000001,0.000002,0.000000,0.000003,0.000000,0.000111,0.000005
板橋,26-Apr-18,0.18,0.11,0.01,0.06,4.96,1.86,0.57,0.08,3.49,0.71,19,0.104499,0.117641,0.132758,0.174146,0.127789,0.009143,0.000632,0.001641,0.007894,0.007426,0.000186,0.004590,0.004957,0.013998,0.000401,0.000148,0.000451,0.000647,0.000048,0.004694,0.004899,0.008343,0.000747,0.000019,0.000268,0.000078,0.000056,0.000416,0.000035,0.000135,0.000062,0.000077,0.000004,0.000031,0.000004,0.000001,0.000006,0.000001,0.000003,0.000000,0.000002,0.000000,0.000002,0.000000,0.000018,0.000005
花蓮,20-Apr-18,0.15,0.04,0.01,0.07,5.82,1.86,0.39,0.21,1.93,0.64,16,0.224567,0.137097,0.141206,0.228036,0.083717,0.040387,0.001053,0.001474,0.012408,0.003564,0.000214,0.002754,0.001047,0.003267,0.000099,0.000037,0.000020,0.000417,0.000026,0.001510,0.003530,0.007156,0.000319,0.000060,0.000049,0.000079,0.000013,0.000338,0.000018,0.000096,0.000084,0.000153,0.000014,0.000074,0.000012,0.000003,0.000016,0.000002,0.000009,0.000002,0.000006,0.000001,0.000005,0.000000,0.000018,0.000006
小港,20-Apr-18,0.31,0.15,0.03,0.09,6.40,2.36,1.73,0.23,4.85,1.14,25,0.404461,0.092164,0.233302,0.029159,0.095282,0.093633,0.000296,0.001628,0.000643,0.006048,0.000055,0.000193,0.003518,0.029870,0.001768,0.000143,0.001254,0.000621,0.000035,0.003048,0.020181,0.002841,0.000689,0.000016,0.000631,0.000270,0.000077,0.000262,0.000020,0.000137,0.000058,0.000097,0.000006,0.000037,0.000006,0.000001,0.000008,0.000000,0.000003,0.000001,0.000002,0.000000,0.000002,0.000000,0.000061,0.000004
嘉義,20-Apr-18,0.24,0.16,0.03,0.09,6.76,4.42,5.90,0.44,4.61,0.80,32,0.075895,0.143471,0.238060,0.046988,0.215406,0.158734,0.001004,0.012577,0.000627,0.009625,0.000090,0.000188,0.004161,0.034141,0.001920,0.000355,0.001930,0.001216,0.000055,0.009055,0.014976,0.002767,0.001235,0.000043,0.000746,0.000967,0.000062,0.000485,0.000039,0.000521,0.000143,0.000192,0.000015,0.000085,0.000015,0.000003,0.000015,0.000001,0.000009,0.000002,0.000007,0.000001,0.000006,0.000001,0.000060,0.000011
斗六,20-Apr-18,0.20,0.17,0.02,0.08,7.23,5.25,9.07,0.64,5.23,1.15,39,0.145513,0.115251,0.124163,0.189438,0.122797,0.009163,0.000664,0.001801,0.008617,0.004131,0.000215,0.006228,0.002687,0.006867,0.000835,0.000068,0.000489,0.000462,0.000015,0.002712,0.015226,0.008454,0.000436,0.000039,0.000197,0.000078,0.000052,0.000316,0.000016,0.000114,0.000067,0.000090,0.000008,0.000044,0.000007,0.000002,0.000010,0.000001,0.000005,0.000001,0.000004,0.000001,0.000003,0.000000,0.000018,0.000005
忠明,20-Apr-18,0.18,0.15,0.01,0.07,8.96,6.48,11.73,0.47,7.34,1.37,47,0.158680,0.173675,0.140559,0.189472,0.151396,0.009135,0.000944,0.003128,0.006670,0.010050,0.000260,0.004912,0.010110,0.027492,0.001196,0.000165,0.001788,0.000774,0.000032,0.006498,0.012693,0.010073,0.000584,0.000047,0.000416,0.000252,0.000146,0.000456,0.000025,0.000189,0.000090,0.000127,0.000010,0.000058,0.000009,0.000002,0.000012,0.000001,0.000006,0.000001,0.000004,0.000000,0.000004,0.000000,0.000018,0.000007
板橋,20-Apr-18,0.30,0.01,0.03,0.12,3.14,1.16,0.68,0.15,1.46,0.37,17,0.227718,0.164404,0.199208,0.234739,0.091191,0.053316,0.000921,0.002731,0.021025,0.005425,0.000284,0.010008,0.002144,0.007503,0.000143,0.000038,0.000233,0.000721,0.000020,0.001395,0.002921,0.008759,0.000230,0.000056,0.000049,0.000215,0.000024,0.000366,0.000019,0.000135,0.000077,0.000154,0.000013,0.000072,0.000012,0.000002,0.000016,0.000002,0.000008,0.000002,0.000005,0.000001,0.000005,0.000000,0.000018,0.000007
花蓮,14-Apr-18,0.44,0.05,0.05,0.09,0.99,0.26,0.23,0.51,1.46,0.31,8,0.058267,0.041159,0.262542,0.188769,0.036430,0.009164,0.000435,0.000567,0.000449,0.000776,0.000168,0.006792,0.000709,0.001417,0.000040,0.000013,0.000020,0.000289,0.000009,0.000292,0.001653,0.006762,0.000119,0.000012,0.000049,0.000078,0.000006,0.000083,0.000003,0.000028,0.000013,0.000022,0.000002,0.000010,0.000002,0.000001,0.000002,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000018,0.000001
小港,14-Apr-18,0.67,0.05,0.08,0.05,2.07,0.55,0.24,0.57,1.62,0.36,12,0.076832,0.072371,0.350940,0.198630,0.052423,0.009218,0.000588,0.000626,0.001154,0.002059,0.000340,0.005345,0.002234,0.004862,0.000306,0.000190,0.000482,0.000619,0.000007,0.001494,0.016319,0.006854,0.000119,0.000013,0.000113,0.000079,0.000084,0.000104,0.000026,0.000050,0.000242,0.000108,0.000003,0.000034,0.000003,0.000001,0.000007,0.000000,0.000002,0.000001,0.000001,0.000000,0.000001,0.000000,0.000018,0.000003
嘉義,14-Apr-18,0.38,0.06,0.05,0.06,2.01,0.60,0.54,0.25,2.14,0.36,11,0.068990,0.067328,0.311773,0.198548,0.096230,0.009172,0.000506,0.001147,0.002335,0.002232,0.000176,0.003665,0.001007,0.003870,0.000751,0.000025,0.000114,0.000333,0.000006,0.001454,0.004003,0.007559,0.000170,0.000011,0.000101,0.000078,0.000019,0.000145,0.000008,0.000058,0.000023,0.000033,0.000002,0.000015,0.000002,0.000001,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000002
斗六,14-Apr-18,0.37,0.20,0.04,0.03,2.28,0.88,0.62,0.41,3.76,0.47,13,0.092327,0.059380,0.284521,0.193762,0.165351,0.009179,0.000798,0.002240,0.003694,0.002082,0.000158,0.002073,0.002781,0.004465,0.000412,0.000044,0.000083,0.000515,0.000007,0.005732,0.003930,0.007537,0.000194,0.000012,0.000107,0.000078,0.000019,0.000197,0.000008,0.000091,0.000024,0.000033,0.000003,0.000014,0.000003,0.000001,0.000003,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000018,0.000002
